Date,Open,High,Low,Close,Adj Close,Volume
2020-03-30,47050.000000,48350.000000,46550.000000,47850.000000,45255.285156,26797395
2020-03-31,48000.000000,48500.000000,47150.000000,47750.000000,45160.710938,30654261
2020-04-01,47450.000000,47900.000000,45800.000000,45800.000000,43316.453125,27259532
2020-04-02,46200.000000,46850.000000,45350.000000,46800.000000,44262.226563,21621076
2020-04-03,47400.000000,47600.000000,46550.000000,47000.000000,44451.382813,22784682
2020-04-06,47500.000000,48800.000000,47250.000000,48700.000000,46059.199219,23395726
2020-04-07,49650.000000,50200.000000,49000.000000,49600.000000,46910.390625,31524034
2020-04-08,49600.000000,49750.000000,48600.000000,48600.000000,45964.621094,25010314
2020-04-09,49750.000000,49800.000000,48700.000000,49100.000000,46437.511719,22628058
2020-04-10,48950.000000,49250.000000,48650.000000,49250.000000,46579.371094,17839111
2020-04-13,48650.000000,48900.000000,48300.000000,48300.000000,45680.886719,14431800
2020-04-14,48800.000000,49200.000000,48300.000000,49000.000000,46342.925781,14206216
2020-04-16,49350.000000,49350.000000,48550.000000,49000.000000,46342.925781,23349760
2020-04-17,50800.000000,52000.000000,50300.000000,51400.000000,48612.785156,32041675
2020-04-20,51400.000000,51400.000000,50000.000000,50100.000000,47383.277344,21866354
2020-04-21,49400.000000,49700.000000,48700.000000,49250.000000,46579.371094,27407543
2020-04-22,48700.000000,50000.000000,48350.000000,49850.000000,47146.835938,18613864
2020-04-23,50200.000000,50300.000000,49500.000000,49850.000000,47146.835938,18754442
2020-04-24,49650.000000,49750.000000,49000.000000,49350.000000,46673.949219,15618347
2020-04-27,49350.000000,50000.000000,49100.000000,49850.000000,47146.835938,14049471
2020-04-28,49850.000000,50100.000000,49300.000000,50100.000000,47383.277344,16095399
2020-04-29,49900.000000,50500.000000,49600.000000,50000.000000,47288.707031,15604533
2020-05-04,48900.000000,49100.000000,48500.000000,48500.000000,45870.046875,26083749
2020-05-06,49000.000000,49200.000000,48500.000000,49200.000000,46532.085938,18070225
2020-05-07,49200.000000,49300.000000,48700.000000,48800.000000,46153.773438,13884411
2020-05-08,49100.000000,49350.000000,48800.000000,48800.000000,46153.773438,15319700
2020-05-11,48900.000000,49250.000000,48300.000000,48400.000000,45775.464844,16357743
2020-05-12,48400.000000,48500.000000,47550.000000,47900.000000,45302.582031,23433590
2020-05-13,47250.000000,48550.000000,47200.000000,48550.000000,45917.332031,20223277
2020-05-14,47750.000000,48100.000000,47650.000000,48000.000000,45397.152344,19305974
2020-05-15,48400.000000,48450.000000,47700.000000,47850.000000,45255.285156,18463118
2020-05-18,47950.000000,49100.000000,47600.000000,48800.000000,46153.773438,20481981
2020-05-19,50100.000000,50500.000000,49700.000000,50300.000000,47572.445313,25168295
2020-05-20,50000.000000,50200.000000,49800.000000,50000.000000,47288.707031,14896899
2020-05-21,50300.000000,50400.000000,49850.000000,49950.000000,47241.414063,14949266
2020-05-22,49600.000000,49800.000000,48600.000000,48750.000000,46106.488281,19706284
2020-05-25,48750.000000,48900.000000,48450.000000,48850.000000,46201.066406,14337913
2020-05-26,48700.000000,49450.000000,48600.000000,49250.000000,46579.371094,15127490
2020-05-27,48950.000000,50000.000000,48800.000000,49900.000000,47194.125000,19548479
2020-05-28,51100.000000,51200.000000,49900.000000,50400.000000,47667.011719,31309318
2020-05-29,50000.000000,50700.000000,49700.000000,50700.000000,47950.742188,27596961
2020-06-01,50800.000000,51200.000000,50600.000000,51200.000000,48423.636719,16949183
2020-06-02,51000.000000,51500.000000,50800.000000,51400.000000,48612.785156,14247933
2020-06-03,51800.000000,55000.000000,51700.000000,54500.000000,51544.683594,49257814
2020-06-04,55800.000000,57000.000000,54600.000000,54600.000000,51639.269531,40220334
2020-06-05,54400.000000,55900.000000,54000.000000,55500.000000,52490.464844,22743629
2020-06-08,56400.000000,56500.000000,54700.000000,54900.000000,51923.000000,25634965
2020-06-09,55800.000000,56500.000000,54400.000000,55500.000000,52490.464844,23998831
2020-06-10,55100.000000,55900.000000,54900.000000,55400.000000,52395.882813,16742493
2020-06-11,54500.000000,55100.000000,53200.000000,54300.000000,51355.531250,33815123
2020-06-12,52100.000000,52800.000000,51500.000000,52300.000000,49463.984375,26976019
2020-06-15,51400.000000,52000.000000,49900.000000,49900.000000,47194.125000,28772921
2020-06-16,51200.000000,52100.000000,50600.000000,52100.000000,49274.832031,21808375
2020-06-17,52100.000000,52900.000000,51300.000000,52200.000000,49369.402344,26672595
2020-06-18,52200.000000,52300.000000,51600.000000,52300.000000,49463.984375,15982926
2020-06-19,52600.000000,52900.000000,51600.000000,52900.000000,50031.453125,18157985
2020-06-22,52000.000000,52600.000000,51800.000000,52000.000000,49180.250000,13801350
2020-06-23,52500.000000,52800.000000,51100.000000,51400.000000,48612.785156,18086152
2020-06-24,51900.000000,53900.000000,51600.000000,52900.000000,50031.453125,24519552
2020-06-25,52100.000000,53000.000000,51900.000000,51900.000000,49085.671875,18541624
2020-06-26,52800.000000,53900.000000,52200.000000,53300.000000,50409.757813,21575360
2020-06-29,52500.000000,53200.000000,52000.000000,52400.000000,49889.906250,17776925
2020-06-30,53900.000000,53900.000000,52800.000000,52800.000000,50270.750000,21157172
2020-07-01,53400.000000,53600.000000,52400.000000,52600.000000,50080.332031,16706143
2020-07-02,52100.000000,52900.000000,52100.000000,52900.000000,50365.960938,14142583
2020-07-03,53000.000000,53600.000000,52700.000000,53600.000000,51032.425781,11887868
2020-07-06,54000.000000,55000.000000,53800.000000,55000.000000,52365.367188,19856623
2020-07-07,55800.000000,55900.000000,53400.000000,53400.000000,50842.011719,30760032
2020-07-08,53600.000000,53900.000000,52900.000000,53000.000000,50461.171875,19664652
2020-07-09,53200.000000,53600.000000,52800.000000,52800.000000,50270.750000,17054850
2020-07-10,53100.000000,53200.000000,52300.000000,52700.000000,50175.539063,13714746
2020-07-13,53300.000000,53800.000000,53100.000000,53400.000000,50842.011719,12240188
2020-07-14,53700.000000,53800.000000,53200.000000,53800.000000,51222.847656,14269484
2020-07-15,54400.000000,55000.000000,54300.000000,54700.000000,52079.738281,24051450
2020-07-16,54800.000000,54800.000000,53800.000000,53800.000000,51222.847656,16779127
2020-07-17,54200.000000,54700.000000,54100.000000,54400.000000,51794.109375,10096174
2020-07-20,54800.000000,54800.000000,54000.000000,54200.000000,51603.687500,10507530
2020-07-21,55200.000000,55400.000000,54800.000000,55300.000000,52650.992188,18297260
2020-07-22,55300.000000,55500.000000,54700.000000,54700.000000,52079.738281,12885057
2020-07-23,54700.000000,54700.000000,53800.000000,54100.000000,51508.476563,16214932
2020-07-24,54000.000000,54400.000000,53700.000000,54200.000000,51603.687500,10994535
2020-07-27,54300.000000,55700.000000,54300.000000,55600.000000,52936.621094,21054421
2020-07-28,57000.000000,58800.000000,56400.000000,58600.000000,55792.917969,48431566
2020-07-29,60300.000000,60400.000000,58600.000000,59000.000000,56173.753906,36476611
2020-07-30,59700.000000,60100.000000,59000.000000,59000.000000,56173.753906,19285354
2020-07-31,59500.000000,59600.000000,57700.000000,57900.000000,55126.449219,21943345
2020-08-03,57800.000000,57900.000000,56700.000000,56800.000000,54079.140625,21158940
2020-08-04,57200.000000,58100.000000,57000.000000,57300.000000,54555.191406,19419694
2020-08-05,57300.000000,57500.000000,56300.000000,56900.000000,54174.347656,17739706
2020-08-06,57100.000000,58400.000000,57100.000000,58000.000000,55221.656250,21625874
2020-08-07,57900.000000,58400.000000,57100.000000,57500.000000,54745.613281,18751717
2020-08-10,57600.000000,58300.000000,57500.000000,57800.000000,55031.242188,17774291
2020-08-11,58000.000000,59500.000000,57800.000000,58200.000000,55412.070313,24907912
2020-08-12,58200.000000,59000.000000,57700.000000,59000.000000,56173.753906,18573934
2020-08-13,59400.000000,59600.000000,58000.000000,58700.000000,55888.125000,22089460
2020-08-14,58000.000000,58400.000000,57700.000000,58000.000000,55221.656250,15672548
2020-08-18,58900.000000,59900.000000,58000.000000,58400.000000,55602.496094,25307825
2020-08-19,59000.000000,59200.000000,57800.000000,57800.000000,55031.242188,16930719
2020-08-20,57600.000000,57600.000000,55300.000000,55400.000000,52746.203125,30386029
2020-08-21,56200.000000,56900.000000,55800.000000,55900.000000,53222.253906,21142288
2020-08-24,55800.000000,56600.000000,55400.000000,56100.000000,53412.675781,15055896
2020-08-25,56400.000000,56800.000000,56100.000000,56400.000000,53698.300781,14021705
2020-08-26,56400.000000,56500.000000,55700.000000,56400.000000,53698.300781,17651593
2020-08-27,56300.000000,56300.000000,55600.000000,55600.000000,52936.621094,16196568
2020-08-28,56100.000000,56300.000000,55400.000000,55400.000000,52746.203125,14619888
2020-08-31,56000.000000,56100.000000,54000.000000,54000.000000,51413.265625,32671367
2020-09-01,54100.000000,54800.000000,54100.000000,54200.000000,51603.687500,19363117
2020-09-02,54600.000000,55100.000000,54100.000000,54400.000000,51794.109375,16905723
2020-09-03,55600.000000,56700.000000,55500.000000,56400.000000,53698.300781,28384920
2020-09-04,55200.000000,55800.000000,55100.000000,55600.000000,52936.621094,22139109
2020-09-07,56100.000000,57300.000000,55800.000000,56500.000000,53793.515625,18685880
2020-09-08,57400.000000,58700.000000,57200.000000,58700.000000,55888.125000,31517520
2020-09-09,58200.000000,59300.000000,57800.000000,58400.000000,55602.496094,30597399
2020-09-10,59900.000000,60000.000000,59100.000000,59200.000000,56364.179688,29923293
2020-09-11,59300.000000,59400.000000,58200.000000,59000.000000,56173.753906,16017098
2020-09-14,60200.000000,60800.000000,59900.000000,60400.000000,57506.695313,20648281
2020-09-15,60900.000000,61000.000000,60500.000000,61000.000000,58077.953125,17877075
2020-09-16,61100.000000,61300.000000,60600.000000,61000.000000,58077.953125,17041444
2020-09-17,60700.000000,60800.000000,59300.000000,59500.000000,56649.804688,25108356
2020-09-18,59800.000000,59900.000000,59100.000000,59300.000000,56459.386719,18884571
2020-09-21,59100.000000,60000.000000,59000.000000,59200.000000,56364.179688,15140387
2020-09-22,59100.000000,59700.000000,57800.000000,58200.000000,55412.070313,20830381
2020-09-23,58400.000000,58800.000000,57400.000000,58600.000000,55792.917969,20111398
2020-09-24,57700.000000,58600.000000,57600.000000,57800.000000,55031.242188,17564020
2020-09-25,57700.000000,58200.000000,57700.000000,57900.000000,55126.449219,11444683
2020-09-28,58300.000000,58800.000000,57900.000000,58200.000000,55752.945313,12614080
2020-09-29,58300.000000,59000.000000,58200.000000,58200.000000,55752.945313,15503563
2020-10-05,57500.000000,59200.000000,57500.000000,58700.000000,56231.929688,20228289
2020-10-06,59400.000000,59900.000000,58700.000000,59000.000000,56519.312500,14463826
2020-10-07,58700.000000,59900.000000,58500.000000,59900.000000,57381.476563,14861838
2020-10-08,60500.000000,60700.000000,59500.000000,59700.000000,57189.882813,24589924
2020-10-12,60000.000000,60400.000000,59900.000000,60400.000000,57860.453125,16145837
2020-10-13,61000.000000,61400.000000,60400.000000,60900.000000,58339.429688,19247631
2020-10-14,61000.000000,61100.000000,60500.000000,60900.000000,58339.429688,16086716
2020-10-15,60700.000000,60800.000000,59700.000000,60000.000000,57477.269531,17756232
2020-10-16,60000.000000,60400.000000,59000.000000,59500.000000,56998.292969,16554190
2020-10-19,59600.000000,60200.000000,59500.000000,60000.000000,57477.269531,14474985
2020-10-20,60300.000000,60900.000000,60100.000000,60900.000000,58339.429688,19326115
2020-10-21,61200.000000,61500.000000,60600.000000,60900.000000,58339.429688,15703443
2020-10-22,60300.000000,60500.000000,59800.000000,60100.000000,57573.066406,14294095
2020-10-23,60400.000000,60400.000000,59800.000000,60200.000000,57668.859375,9322232
2020-10-26,60400.000000,61100.000000,60100.000000,60400.000000,57860.453125,13268226
2020-10-27,60300.000000,60300.000000,59500.000000,59800.000000,57285.675781,17260416
2020-10-28,59400.000000,59400.000000,58800.000000,59000.000000,56519.312500,14428882
2020-10-29,58200.000000,58500.000000,57500.000000,58100.000000,55657.156250,22636966
2020-10-30,58000.000000,58000.000000,56600.000000,56600.000000,54220.218750,26907844
2020-11-02,56400.000000,57500.000000,56000.000000,57400.000000,54986.585938,20489076
2020-11-03,57900.000000,58900.000000,57600.000000,58800.000000,56327.722656,14950919
2020-11-04,58900.000000,59000.000000,57800.000000,58500.000000,56040.335938,21718561
2020-11-05,59000.000000,60300.000000,58800.000000,60300.000000,57764.656250,20639475
2020-11-06,60700.000000,60800.000000,59600.000000,60100.000000,57573.066406,16910230
2020-11-09,60700.000000,60900.000000,60100.000000,60200.000000,57668.859375,15892961
2020-11-10,60500.000000,60500.000000,59500.000000,60200.000000,57668.859375,19073552
2020-11-11,60700.000000,61400.000000,60400.000000,61300.000000,58722.609375,25628510
2020-11-12,61000.000000,61400.000000,60700.000000,61000.000000,58435.226563,19800573
2020-11-13,61300.000000,63200.000000,61000.000000,63200.000000,60542.726563,31508829
2020-11-16,64000.000000,66700.000000,63900.000000,66300.000000,63512.386719,36354334
2020-11-17,67000.000000,67000.000000,65600.000000,65700.000000,62937.605469,30204089
2020-11-18,65700.000000,66200.000000,64700.000000,64800.000000,62075.453125,22963790
2020-11-19,64100.000000,64800.000000,63900.000000,64600.000000,61883.859375,16590290
2020-11-20,63900.000000,65200.000000,63900.000000,64700.000000,61979.660156,15068682
2020-11-23,64800.000000,67800.000000,64700.000000,67500.000000,64661.921875,27134398
2020-11-24,67900.000000,69500.000000,67000.000000,67700.000000,64853.519531,32158235
2020-11-25,67900.000000,68300.000000,66500.000000,66600.000000,63799.773438,32447065
2020-11-26,66100.000000,68000.000000,66000.000000,68000.000000,65140.898438,19023323
2020-11-27,68000.000000,68400.000000,67600.000000,68200.000000,65332.503906,14063434
2020-11-30,68400.000000,68600.000000,66700.000000,66700.000000,63895.562500,43811016
2020-12-01,67100.000000,68300.000000,67100.000000,67800.000000,64949.312500,22327173
2020-12-02,68400.000000,69900.000000,68300.000000,69500.000000,66577.835938,29703942
2020-12-03,70100.000000,70500.000000,69300.000000,69700.000000,66769.437500,23677989
2020-12-04,70400.000000,72100.000000,70100.000000,71500.000000,68493.742188,28130533
2020-12-07,72400.000000,73500.000000,71900.000000,72900.000000,69834.882813,28490496
2020-12-08,72200.000000,72900.000000,71600.000000,71700.000000,68685.328125,25000338
2020-12-09,72100.000000,73900.000000,72000.000000,73900.000000,70792.843750,24077996
2020-12-10,72700.000000,73800.000000,72500.000000,72900.000000,69834.882813,39882928
2020-12-11,73500.000000,73800.000000,73100.000000,73400.000000,70313.859375,18486672
2020-12-14,73600.000000,74500.000000,73200.000000,73800.000000,70697.039063,21510415
2020-12-15,73800.000000,74100.000000,73300.000000,73800.000000,70697.039063,20863671
2020-12-16,74100.000000,74500.000000,73400.000000,73800.000000,70697.039063,17512081
2020-12-17,73400.000000,73700.000000,72600.000000,73300.000000,70218.062500,24293214
2020-12-18,73300.000000,73700.000000,73000.000000,73000.000000,69930.671875,17613029
2020-12-21,73100.000000,73400.000000,72000.000000,73000.000000,69930.671875,20367355
2020-12-22,72500.000000,73200.000000,72100.000000,72300.000000,69260.109375,16304910
2020-12-23,72400.000000,74000.000000,72300.000000,73900.000000,70792.843750,19411326
2020-12-24,74100.000000,78800.000000,74000.000000,77800.000000,74528.859375,32502870
2020-12-28,79000.000000,80100.000000,78200.000000,78700.000000,75391.023438,40085044
2020-12-29,78800.000000,78900.000000,77300.000000,78300.000000,76895.546875,30339449
2020-12-30,77400.000000,81300.000000,77300.000000,81000.000000,79547.117188,29417421
2021-01-04,81000.000000,84400.000000,80200.000000,83000.000000,81511.234375,38655276
2021-01-05,81600.000000,83900.000000,81600.000000,83900.000000,82395.085938,35335669
2021-01-06,83300.000000,84500.000000,82100.000000,82200.000000,80725.585938,42089013
2021-01-07,82800.000000,84200.000000,82700.000000,82900.000000,81413.031250,32644642
2021-01-08,83300.000000,90000.000000,83000.000000,88800.000000,87207.210938,59013307
2021-01-11,90000.000000,96800.000000,89500.000000,91000.000000,89367.750000,90306177
2021-01-12,90300.000000,91400.000000,87800.000000,90600.000000,88974.914063,48682416
2021-01-13,89800.000000,91200.000000,89100.000000,89700.000000,88091.054688,36068848
2021-01-14,88700.000000,90000.000000,88700.000000,89700.000000,88091.054688,26393970
2021-01-15,89800.000000,91800.000000,88000.000000,88000.000000,86421.554688,33431809
2021-01-18,86600.000000,87300.000000,84100.000000,85000.000000,83475.359375,43227951
2021-01-19,84500.000000,88000.000000,83600.000000,87000.000000,85439.492188,39895044
2021-01-20,89000.000000,89000.000000,86500.000000,87200.000000,85635.906250,25211127
2021-01-21,87500.000000,88600.000000,86500.000000,88100.000000,86519.757813,25318011
2021-01-22,89000.000000,89700.000000,86800.000000,86800.000000,85243.078125,30861661
2021-01-25,87000.000000,89900.000000,86300.000000,89400.000000,87796.437500,27258534
2021-01-26,88800.000000,89200.000000,86500.000000,86700.000000,85144.875000,33178936
2021-01-27,86600.000000,87700.000000,85600.000000,85600.000000,84064.601563,26423070
2021-01-28,83200.000000,85600.000000,83200.000000,83700.000000,82198.687500,31859808
2021-01-29,84500.000000,85000.000000,82000.000000,82000.000000,80529.171875,39615978
2021-02-01,81700.000000,83400.000000,81000.000000,83000.000000,81511.234375,28046832
2021-02-02,84100.000000,86400.000000,83700.000000,84400.000000,82886.125000,26302077
2021-02-03,84800.000000,85400.000000,83400.000000,84600.000000,83082.539063,22112205
2021-02-04,83500.000000,83800.000000,82100.000000,82500.000000,81020.210938,24171688
2021-02-05,83100.000000,84000.000000,82500.000000,83500.000000,82002.281250,18036835
2021-02-08,83800.000000,84200.000000,83000.000000,83000.000000,81511.234375,15338765
2021-02-09,84000.000000,84800.000000,82700.000000,82700.000000,81216.625000,20898332
2021-02-10,82600.000000,82600.000000,81600.000000,81600.000000,80136.351563,23025766
2021-02-15,83800.000000,84500.000000,83300.000000,84200.000000,82689.718750,23529706
2021-02-16,84500.000000,86000.000000,84200.000000,84900.000000,83377.164063,20483100
2021-02-17,83900.000000,84200.000000,83000.000000,83200.000000,81707.648438,18307735
2021-02-18,83200.000000,83600.000000,82100.000000,82100.000000,80627.382813,21327683
2021-02-19,82300.000000,82800.000000,81000.000000,82600.000000,81118.414063,25880879
2021-02-22,83800.000000,84200.000000,82200.000000,82200.000000,80725.585938,25419886
2021-02-23,81200.000000,82900.000000,81100.000000,82000.000000,80529.171875,20587314
2021-02-24,81800.000000,83600.000000,81300.000000,82000.000000,80529.171875,26807651
2021-02-25,84000.000000,85400.000000,83000.000000,85300.000000,83769.984375,34155986
2021-02-26,82800.000000,83400.000000,82000.000000,82500.000000,81020.210938,38520800
2021-03-02,85100.000000,85300.000000,83000.000000,83600.000000,82100.476563,33498180
2021-03-03,83500.000000,84000.000000,82800.000000,84000.000000,82493.304688,19882132
2021-03-04,82600.000000,83200.000000,82200.000000,82400.000000,80922.000000,24348331
2021-03-05,81100.000000,82600.000000,81100.000000,82100.000000,80627.382813,20508971
2021-03-08,82900.000000,83000.000000,81600.000000,82000.000000,80529.171875,17641256
2021-03-09,81400.000000,81900.000000,80600.000000,81400.000000,79939.945313,25420764
2021-03-10,82400.000000,82500.000000,80700.000000,80900.000000,79448.906250,20038422
2021-03-11,81000.000000,82500.000000,81000.000000,82000.000000,80529.171875,23818297
2021-03-12,83100.000000,83500.000000,82400.000000,82800.000000,81314.828125,13530573
2021-03-15,82800.000000,82900.000000,81800.000000,81800.000000,80332.773438,13735798
2021-03-16,82200.000000,83000.000000,82100.000000,82800.000000,81314.828125,12293537
2021-03-17,82800.000000,82900.000000,82000.000000,82300.000000,80823.789063,11625146
2021-03-18,82800.000000,83800.000000,82600.000000,82900.000000,81413.031250,18585244
2021-03-19,82100.000000,82500.000000,81800.000000,81900.000000,80430.968750,15869700
2021-03-22,82000.000000,82300.000000,81700.000000,82000.000000,80529.171875,12670506
2021-03-23,82600.000000,82900.000000,81800.000000,81800.000000,80332.773438,13299907
2021-03-24,81000.000000,81600.000000,80700.000000,81000.000000,79547.117188,17926638
2021-03-25,81000.000000,82100.000000,80800.000000,81200.000000,79743.515625,14758826
2021-03-26,81400.000000,81600.000000,81000.000000,81500.000000,80038.140625,12845778
2021-03-29,81700.000000,81700.000000,81000.000000,81600.000000,80136.351563,14952134
2021-03-30,81600.000000,82300.000000,81300.000000,82200.000000,81084.304688,13121698
2021-03-31,82400.000000,82700.000000,81400.000000,81400.000000,80295.164063,17240518
2021-04-01,82500.000000,83000.000000,82000.000000,82900.000000,81774.804688,18676461
2021-04-02,84000.000000,85200.000000,83900.000000,84800.000000,83649.023438,22997538
2021-04-05,85800.000000,86000.000000,84800.000000,85400.000000,84240.875000,16255990
2021-04-06,86200.000000,86200.000000,85100.000000,86000.000000,84832.726563,19042023
2021-04-07,86100.000000,86200.000000,85400.000000,85600.000000,84438.164063,17885538
2021-04-08,85700.000000,85700.000000,84100.000000,84700.000000,83550.375000,19244259
2021-04-09,84700.000000,84900.000000,83400.000000,83600.000000,82465.304688,18193707
2021-04-12,84100.000000,84100.000000,83100.000000,83200.000000,82070.742188,12915282
2021-04-13,83000.000000,84500.000000,82800.000000,84000.000000,82859.875000,15238206
2021-04-14,84000.000000,84300.000000,83400.000000,84000.000000,82859.875000,13794652
2021-04-15,83700.000000,84500.000000,83400.000000,84100.000000,82958.523438,16377412
2021-04-16,84700.000000,84700.000000,83600.000000,83900.000000,82761.234375,15429522
2021-04-19,83800.000000,84000.000000,83300.000000,83300.000000,82169.375000,15287311
2021-04-20,83300.000000,84000.000000,83100.000000,83900.000000,82761.234375,15521965
2021-04-21,83300.000000,83500.000000,82500.000000,82600.000000,81478.875000,21636079
2021-04-22,82900.000000,83000.000000,82400.000000,82400.000000,81281.593750,13934746
2021-04-23,81900.000000,82900.000000,81600.000000,82800.000000,81676.164063,17805080
2021-04-26,82900.000000,83500.000000,82600.000000,83500.000000,82366.664063,15489938
2021-04-27,83200.000000,83300.000000,82500.000000,82900.000000,81774.804688,12941533
2021-04-28,83200.000000,83200.000000,82100.000000,82100.000000,80985.664063,15596759
2021-04-29,82400.000000,82500.000000,81500.000000,81700.000000,80591.093750,20000973
2021-04-30,81900.000000,82100.000000,81500.000000,81500.000000,80393.804688,18673197
2021-05-03,81000.000000,82400.000000,81000.000000,81700.000000,80591.093750,15710336
2021-05-04,81900.000000,82600.000000,81800.000000,82600.000000,81478.875000,12532550
2021-05-06,81700.000000,82300.000000,81700.000000,82300.000000,81182.953125,17047511
2021-05-07,81800.000000,82100.000000,81500.000000,81900.000000,80788.382813,14154882
2021-05-10,82300.000000,83500.000000,81800.000000,83200.000000,82070.742188,19385027
2021-05-11,82500.000000,82600.000000,81100.000000,81200.000000,80097.882813,28996680
2021-05-12,80800.000000,81200.000000,79800.000000,80000.000000,78914.171875,35812268
2021-05-13,78900.000000,79600.000000,78400.000000,78500.000000,77434.531250,31490096
2021-05-14,79000.000000,80300.000000,78900.000000,80100.000000,79012.812500,16450920
2021-05-17,80800.000000,80900.000000,79200.000000,79600.000000,78519.601563,17740855
2021-05-18,79600.000000,80000.000000,79100.000000,79600.000000,78519.601563,17494407
2021-05-20,79400.000000,79700.000000,79100.000000,79500.000000,78420.953125,16541828
2021-05-21,80100.000000,81500.000000,79800.000000,80100.000000,79012.812500,20961714
2021-05-24,80100.000000,80400.000000,79500.000000,79700.000000,78618.242188,13398666
2021-05-25,80000.000000,80400.000000,79800.000000,79900.000000,78815.531250,13628942
2021-05-26,80400.000000,80500.000000,79700.000000,79800.000000,78716.890625,11984359
2021-05-27,80000.000000,80000.000000,79100.000000,79600.000000,78519.601563,23198510
2021-05-28,79800.000000,80400.000000,79400.000000,80100.000000,79012.812500,12360199
2021-05-31,80300.000000,80600.000000,79600.000000,80500.000000,79407.390625,13321324
2021-06-01,80500.000000,81300.000000,80100.000000,80600.000000,79506.023438,14058401
2021-06-02,80400.000000,81400.000000,80300.000000,80800.000000,79703.304688,16414644
2021-06-03,81300.000000,83000.000000,81100.000000,82800.000000,81676.164063,29546007
2021-06-04,82700.000000,82700.000000,81500.000000,82200.000000,81084.304688,18112259
2021-06-07,82700.000000,82800.000000,81600.000000,81900.000000,80788.382813,16496197
2021-06-08,82300.000000,82600.000000,81800.000000,81900.000000,80788.382813,12781226
2021-06-09,81500.000000,82000.000000,81100.000000,81100.000000,79999.234375,14908823
2021-06-10,81300.000000,81400.000000,80900.000000,81000.000000,79900.593750,17586995
